"id_del_pedido","fecha_del_pedido","fecha_de_envio","metodo_de_envio","id_del_cliente"
"NI-2022-166520",2022-07-16,2022-07-19,"Urgente","PC-16420"
"NI-2022-169796",2022-11-09,2022-11-14,"Estándar","OM-13240"
"NI-2023-100510",2023-05-12,2023-05-17,"Estándar","GT-14860"
"NI-2023-100587",2023-12-10,2023-12-14,"Estándar","LF-20155"
"NI-2023-100790",2023-06-26,2023-07-02,"Estándar","JA-15805"
"NI-2023-101161",2023-10-13,2023-10-20,"Estándar","AJ-11110"
"NI-2023-101336",2023-11-13,2023-11-18,"Estándar","SP-12760"
"NI-2023-101623",2023-02-28,2023-03-06,"Estándar","MT-19525"
"NI-2023-101742",2023-09-23,2023-09-28,"Rápido","AT-12580"
"NI-2023-101980",2023-08-19,2023-08-20,"Urgente","CS-19390"
"NI-2023-102127",2023-06-26,2023-07-02,"Estándar","HE-21760"
"NI-2023-102141",2023-08-26,2023-08-31,"Estándar","TV-16615"
"NI-2023-102456",2023-02-27,2023-03-01,"Urgente","AB-12865"
"NI-2023-102981",2023-09-06,2023-09-09,"Rápido","HO-17500"
"NI-2023-103359",2023-12-22,2023-12-26,"Estándar","ES-16885"
"NI-2023-104794",2023-12-16,2023-12-19,"Urgente","EC-16495"
"NI-2023-105263",2023-08-06,2023-08-11,"Estándar","TO-17065"
"NI-2023-105459",2023-08-12,2023-08-17,"Rápido","KC-18700"
"NI-2023-105781",2023-02-16,2023-02-20,"Estándar","JR-15565"
"NI-2023-105816",2023-12-11,2023-12-17,"Estándar","GZ-15265"
"NI-2023-106075",2023-09-18,2023-09-23,"Estándar","GA-14980"
"NI-2023-106243",2023-09-30,2023-10-04,"Estándar","PZ-14680"
"NI-2023-108434",2023-12-05,2023-12-07,"Rápido","HC-15160"
"NI-2023-109666",2023-04-19,2023-04-26,"Estándar","AR-16720"
"NI-2023-110023",2023-09-09,2023-09-11,"Urgente","DA-21610"
"NI-2023-110975",2023-12-25,2023-12-30,"Estándar","FH-12970"
"NI-2023-111213",2023-04-01,2023-04-05,"Estándar","LV-14320"
"NI-2023-111416",2023-09-17,2023-09-22,"Estándar","VO-17215"
"NI-2023-111941",2023-12-25,2023-12-28,"Rápido","LM-11620"
"NI-2023-113425",2023-11-21,2023-11-21,"Mismo día","LM-16120"
"NI-2023-113607",2023-10-14,2023-10-18,"Estándar","MG-19030"
"NI-2023-113677",2023-11-13,2023-11-19,"Estándar","VH-12655"
"NI-2023-114895",2023-11-21,2023-11-28,"Estándar","BH-18190"
"NI-2023-116596",2023-10-27,2023-10-31,"Estándar","RC-11200"
"NI-2023-116603",2023-07-17,2023-07-22,"Estándar","BA-10735"
"NI-2023-117282",2023-07-14,2023-07-18,"Estándar","JM-12880"
"NI-2023-118759",2023-11-14,2023-11-17,"Urgente","EC-17305"
"NI-2023-118780",2023-09-10,2023-09-14,"Rápido","AE-18775"
"NI-2023-119683",2023-03-12,2023-03-16,"Rápido","JB-12595"
"NI-2023-119865",2023-06-21,2023-06-26,"Estándar","UV-10090"
"NI-2023-120082",2023-03-25,2023-03-27,"Rápido","NL-12835"
"NI-2023-120530",2023-04-07,2023-04-12,"Estándar","TN-13600"
"NI-2023-120558",2023-06-07,2023-06-10,"Urgente","HU-19810"
"NI-2023-121447",2023-02-21,2023-02-22,"Urgente","EA-14035"
"NI-2023-122581",2023-08-21,2023-08-25,"Estándar","SG-15370"
"NI-2023-123015",2023-12-26,2023-12-30,"Estándar","ER-10795"
"NI-2023-123120",2023-09-04,2023-09-08,"Estándar","GF-12295"
"NI-2023-123274",2023-02-19,2023-02-24,"Estándar","FO-14710"
"NI-2023-123666",2023-03-26,2023-03-30,"Estándar","AM-20545"
"NI-2023-124100",2023-03-31,2023-04-06,"Estándar","RC-13990"
"NI-2023-124485",2023-11-24,2023-11-26,"Urgente","IS-18340"
"NI-2023-124667",2023-11-11,2023-11-16,"Estándar","CV-11770"
"NI-2023-125164",2023-11-10,2023-11-14,"Estándar","JC-19975"
"NI-2023-125815",2023-10-28,2023-11-01,"Rápido","MS-13330"
"NI-2023-126004",2023-12-04,2023-12-05,"Urgente","MF-11140"
"NI-2023-126431",2023-07-01,2023-07-01,"Mismo día","AS-20665"
"NI-2023-126795",2023-06-13,2023-06-16,"Rápido","FO-14710"
"NI-2023-127194",2023-12-10,2023-12-16,"Estándar","AJ-11110"
"NI-2023-127425",2023-08-26,2023-08-31,"Estándar","JM-12880"
"NI-2023-127761",2023-11-10,2023-11-14,"Estándar","PO-20275"
"NI-2023-127775",2023-06-11,2023-06-13,"Rápido","RR-14020"
"NI-2023-128727",2023-08-29,2023-09-04,"Estándar","RV-17800"
"NI-2023-128818",2023-05-07,2023-05-11,"Estándar","AR-12010"
"NI-2023-129126",2023-12-14,2023-12-19,"Estándar","BC-19075"
"NI-2023-129714",2023-09-01,2023-09-03,"Urgente","AC-10060"
"NI-2023-130288",2023-11-26,2023-11-30,"Rápido","DC-13225"
"NI-2023-130407",2023-09-02,2023-09-06,"Estándar","GV-16270"
"NI-2023-131499",2023-09-08,2023-09-10,"Urgente","MR-17875"
"NI-2023-132066",2023-10-16,2023-10-20,"Estándar","LM-18655"
"NI-2023-132661",2023-10-23,2023-10-29,"Estándar","LA-20740"
"NI-2023-132899",2023-04-07,2023-04-11,"Estándar","DC-20200"
"NI-2023-133319",2023-09-05,2023-09-11,"Estándar","AR-17485"
"NI-2023-134376",2023-10-02,2023-10-06,"Estándar","MQ-21265"
"NI-2023-135965",2023-09-22,2023-09-25,"Urgente","RA-20035"
"NI-2023-136133",2023-08-18,2023-08-23,"Rápido","WR-14935"
"NI-2023-136329",2023-07-09,2023-07-13,"Estándar","PL-15895"
"NI-2023-137050",2023-07-14,2023-07-18,"Rápido","CC-20755"
"NI-2023-137337",2023-03-08,2023-03-12,"Estándar","FJ-14575"
"NI-2023-137848",2023-01-15,2023-01-21,"Estándar","MR-21850"
"NI-2023-138520",2023-04-08,2023-04-13,"Estándar","OM-15505"
"NI-2023-139157",2023-10-01,2023-10-05,"Estándar","PZ-14680"
"NI-2023-139409",2023-09-05,2023-09-07,"Urgente","MT-14395"
"NI-2023-139556",2023-04-26,2023-05-01,"Estándar","AR-13360"
"NI-2023-139885",2023-12-04,2023-12-08,"Estándar","ER-13840"
"NI-2023-140438",2023-12-24,2023-12-27,"Rápido","MG-19030"
"NI-2023-140501",2023-06-23,2023-06-28,"Estándar","TF-15070"
"NI-2023-141523",2023-12-19,2023-12-24,"Rápido","AY-17440"
"NI-2023-143910",2023-08-12,2023-08-16,"Estándar","AG-11125"
"NI-2023-144785",2023-04-18,2023-04-23,"Estándar","CS-12490"
"NI-2023-144939",2023-10-03,2023-10-08,"Estándar","NQ-13870"
"NI-2023-145548",2023-11-11,2023-11-16,"Estándar","DB-13750"
"NI-2023-145611",2023-09-20,2023-09-24,"Estándar","SC-14905"
"NI-2023-145842",2023-06-17,2023-06-20,"Rápido","HD-14380"
"NI-2023-146836",2023-05-02,2023-05-02,"Mismo día","GF-12475"
"NI-2023-146941",2023-12-10,2023-12-13,"Urgente","AV-13315"
"NI-2023-147431",2023-02-02,2023-02-07,"Estándar","KC-10105"
"NI-2023-147536",2023-12-26,2023-12-31,"Estándar","FB-10510"
"NI-2023-149797",2023-09-15,2023-09-20,"Estándar","DT-10075"
"NI-2023-149902",2023-04-01,2023-04-06,"Estándar","DA-13540"
"NI-2023-150945",2023-12-18,2023-12-20,"Rápido","LM-16120"
"NI-2023-151561",2023-09-01,2023-09-07,"Estándar","PG-18820"
"NI-2023-152408",2023-05-15,2023-05-21,"Estándar","FT-21220"
"NI-2023-153353",2023-08-18,2023-08-24,"Estándar","NC-14650"
"NI-2023-153836",2023-10-30,2023-11-03,"Estándar","PC-13765"
"NI-2023-154256",2023-06-23,2023-06-27,"Rápido","AA-20005"
"NI-2023-154711",2023-11-22,2023-11-26,"Estándar","JZ-21355"
"NI-2023-154788",2023-04-30,2023-05-04,"Estándar","MN-15835"
"NI-2023-155103",2023-12-02,2023-12-07,"Estándar","CG-15190"
"NI-2023-155180",2023-01-22,2023-01-29,"Estándar","VM-21280"
"NI-2023-155565",2023-05-28,2023-05-28,"Mismo día","PC-13765"
"NI-2023-157259",2023-12-24,2023-12-28,"Estándar","VA-15535"
"NI-2023-158001",2023-08-23,2023-08-27,"Estándar","YA-15460"
"NI-2023-158155",2023-05-02,2023-05-06,"Estándar","PC-13765"
"NI-2023-158869",2023-08-06,2023-08-07,"Urgente","IR-10690"
"NI-2023-161158",2023-05-09,2023-05-13,"Estándar","CM-18970"
"NI-2023-161473",2023-04-01,2023-04-05,"Estándar","FM-21175"
"NI-2023-162859",2023-02-15,2023-02-22,"Estándar","PG-18820"
"NI-2023-162943",2023-07-24,2023-07-26,"Rápido","FH-12970"
"NI-2023-164511",2023-11-19,2023-11-24,"Estándar","AG-13630"
"NI-2023-164945",2023-11-22,2023-11-27,"Estándar","EP-12055"
"NI-2023-165848",2023-06-04,2023-06-04,"Mismo día","MM-13780"
"NI-2023-166618",2023-11-14,2023-11-18,"Estándar","AM-13000"
"NI-2023-166912",2023-01-15,2023-01-17,"Urgente","KP-11335"
"NI-2023-167115",2023-04-04,2023-04-09,"Estándar","DB-14185"
"NI-2023-167556",2023-03-29,2023-04-02,"Estándar","HP-15250"
"NI-2023-168046",2023-01-25,2023-01-28,"Rápido","PL-15895"
"NI-2023-168543",2023-07-03,2023-07-07,"Estándar","DC-13225"
"NI-2023-168844",2023-05-31,2023-06-06,"Estándar","MA-18520"
"NI-2023-169670",2023-12-25,2023-12-31,"Estándar","ML-15715"
"NI-2023-169824",2023-12-12,2023-12-17,"Estándar","MC-18640"
"NI-2023-169943",2023-05-19,2023-05-24,"Estándar","AA-11515"
"NI-2024-100097",2024-11-26,2024-11-29,"Rápido","LC-17935"
"NI-2024-100111",2024-09-20,2024-09-26,"Estándar","IC-20365"
"NI-2024-100230",2024-12-11,2024-12-15,"Estándar","FV-10375"
"NI-2024-100433",2024-08-11,2024-08-16,"Estándar","MF-20125"
"NI-2024-100524",2024-03-31,2024-04-02,"Rápido","EA-12115"
"NI-2024-100636",2024-06-26,2024-06-30,"Estándar","AE-13435"
"NI-2024-101798",2024-12-11,2024-12-15,"Estándar","BH-18190"
"NI-2024-101840",2024-02-06,2024-02-12,"Estándar","AM-20545"
"NI-2024-102183",2024-08-21,2024-08-28,"Estándar","BC-19075"
"NI-2024-102197",2024-12-20,2024-12-26,"Estándar","RO-13150"
"NI-2024-102638",2024-12-29,2024-12-31,"Urgente","MS-17845"
"NI-2024-102771",2024-03-31,2024-04-05,"Estándar","AE-13435"
"NI-2024-102890",2024-06-30,2024-06-30,"Mismo día","AB-20470"
"NI-2024-102925",2024-11-05,2024-11-10,"Rápido","AT-12280"
"NI-2024-103247",2024-10-05,2024-10-08,"Rápido","BS-19195"
"NI-2024-103352",2024-11-27,2024-11-30,"Rápido","CS-19390"
"NI-2024-103443",2024-12-17,2024-12-23,"Estándar","BA-10735"
"NI-2024-104010",2024-04-23,2024-04-25,"Urgente","VC-20995"
"NI-2024-104437",2024-01-27,2024-01-31,"Estándar","KB-21310"
"NI-2024-104640",2024-11-10,2024-11-16,"Estándar","CC-14275"
"NI-2024-104822",2024-10-20,2024-10-20,"Mismo día","VV-19465"
"NI-2024-104906",2024-02-13,2024-02-17,"Estándar","YA-15460"
"NI-2024-104955",2024-03-19,2024-03-24,"Estándar","EV-12040"
"NI-2024-105193",2024-03-25,2024-03-31,"Estándar","MN-15835"
"NI-2024-105235",2024-12-05,2024-12-11,"Estándar","CO-20950"
"NI-2024-105333",2024-11-30,2024-12-04,"Estándar","BS-21730"
"NI-2024-106943",2024-11-14,2024-11-19,"Estándar","IC-14305"
"NI-2024-107132",2024-06-26,2024-06-30,"Estándar","RA-20260"
"NI-2024-107552",2024-05-05,2024-05-05,"Mismo día","VM-10855"
"NI-2024-107874",2024-11-21,2024-11-25,"Estándar","PO-20275"
"NI-2024-108343",2024-07-20,2024-07-25,"Estándar","BC-10825"
"NI-2024-108441",2024-06-12,2024-06-18,"Estándar","LV-20170"
"NI-2024-108553",2024-04-23,2024-04-29,"Estándar","AS-19990"
"NI-2024-108931",2024-09-14,2024-09-19,"Estándar","HA-14950"
"NI-2024-109099",2024-10-06,2024-10-11,"Estándar","FV-18280"
"NI-2024-109211",2024-04-04,2024-04-10,"Estándar","NP-19045"
"NI-2024-109750",2024-07-22,2024-07-28,"Estándar","TU-14365"
"NI-2024-110884",2024-03-07,2024-03-12,"Estándar","MG-20395"
"NI-2024-111556",2024-11-20,2024-11-22,"Urgente","AT-11920"
"NI-2024-111689",2024-11-30,2024-12-02,"Rápido","AA-14815"
"NI-2024-112172",2024-06-10,2024-06-14,"Rápido","FV-18280"
"NI-2024-113418",2024-10-01,2024-10-03,"Urgente","VH-12655"
"NI-2024-113572",2024-11-07,2024-11-11,"Estándar","LV-14320"
"NI-2024-113908",2024-06-03,2024-06-09,"Estándar","KN-16390"
"NI-2024-115105",2024-02-06,2024-02-11,"Estándar","CV-11770"
"NI-2024-115322",2024-05-11,2024-05-16,"Rápido","FG-21910"
"NI-2024-115546",2024-05-14,2024-05-18,"Estándar","IM-10465"
"NI-2024-115602",2024-12-18,2024-12-24,"Estándar","AG-13630"
"NI-2024-116127",2024-06-25,2024-06-27,"Rápido","BA-20185"
"NI-2024-116225",2024-11-05,2024-11-09,"Estándar","IA-20935"
"NI-2024-116519",2024-10-13,2024-10-15,"Urgente","NH-12730"
"NI-2024-117128",2024-12-05,2024-12-08,"Rápido","AA-11080"
"NI-2024-117240",2024-07-23,2024-07-28,"Estándar","KS-12340"
"NI-2024-117863",2024-05-18,2024-05-23,"Estándar","BF-21340"
"NI-2024-117933",2024-12-24,2024-12-29,"Estándar","ES-19840"
"NI-2024-117947",2024-08-18,2024-08-23,"Rápido","SC-18355"
"NI-2024-118360",2024-04-01,2024-04-07,"Estándar","VM-15775"
"NI-2024-118367",2024-10-28,2024-11-02,"Rápido","MC-17170"
"NI-2024-118521",2024-02-16,2024-02-20,"Estándar","LV-17185"
"NI-2024-118535",2024-02-11,2024-02-15,"Estándar","NA-13510"
"NI-2024-120168",2024-05-25,2024-05-25,"Mismo día","GB-21625"
"NI-2024-120404",2024-11-20,2024-11-24,"Rápido","CV-16330"
"NI-2024-121251",2024-03-26,2024-03-27,"Urgente","BM-14440"
"NI-2024-122280",2024-09-10,2024-09-10,"Mismo día","MG-20395"
"NI-2024-122308",2024-03-24,2024-03-28,"Estándar","AR-17485"
"NI-2024-123043",2024-08-24,2024-08-29,"Estándar","CM-10195"
"NI-2024-123204",2024-07-21,2024-07-27,"Estándar","BR-11860"
"NI-2024-123372",2024-11-28,2024-12-02,"Estándar","BR-13300"
"NI-2024-123981",2024-10-02,2024-10-08,"Estándar","OT-19630"
"NI-2024-125367",2024-07-23,2024-07-30,"Estándar","SN-18445"
"NI-2024-126053",2024-12-05,2024-12-08,"Urgente","HV-11950"
"NI-2024-127180",2024-10-22,2024-10-24,"Urgente","HV-21385"
"NI-2024-128265",2024-11-17,2024-11-22,"Rápido","UL-21775"
"NI-2024-131233",2024-04-14,2024-04-19,"Estándar","AN-12355"
"NI-2024-131625",2024-09-01,2024-09-05,"Rápido","AA-11515"
"NI-2024-131653",2024-01-29,2024-02-05,"Estándar","CR-19585"
"NI-2024-131695",2024-06-30,2024-07-06,"Estándar","FA-19285"
"NI-2024-132234",2024-10-16,2024-10-18,"Urgente","EM-17380"
"NI-2024-132437",2024-09-08,2024-09-13,"Rápido","PN-14095"
"NI-2024-133620",2024-11-13,2024-11-18,"Estándar","HA-14065"
"NI-2024-134978",2024-11-12,2024-11-15,"Rápido","RM-13705"
"NI-2024-135279",2024-04-09,2024-04-11,"Urgente","MF-11800"
"NI-2024-135377",2024-12-13,2024-12-18,"Estándar","NM-11095"
"NI-2024-136000",2024-09-22,2024-09-25,"Rápido","DV-20440"
"NI-2024-136350",2024-06-24,2024-06-26,"Rápido","TT-14515"
"NI-2024-136511",2024-03-23,2024-03-25,"Rápido","JU-17515"
"NI-2024-136868",2024-10-06,2024-10-12,"Estándar","ML-12820"
"NI-2024-139465",2024-08-27,2024-08-30,"Urgente","AT-17545"
"NI-2024-140074",2024-03-23,2024-03-29,"Estándar","TD-14050"
"NI-2024-140536",2024-04-04,2024-04-05,"Urgente","HV-21385"
"NI-2024-140844",2024-06-19,2024-06-23,"Estándar","LN-10405"
"NI-2024-140949",2024-03-17,2024-03-22,"Rápido","AA-13405"
"NI-2024-141873",2024-10-09,2024-10-14,"Estándar","QM-14845"
"NI-2024-143021",2024-11-19,2024-11-19,"Mismo día","NL-10720"
"NI-2024-143035",2024-10-03,2024-10-05,"Rápido","SO-12430"
"NI-2024-143112",2024-10-05,2024-10-09,"Estándar","YV-21370"
"NI-2024-143259",2024-12-30,2025-01-03,"Estándar","CL-18865"
"NI-2024-143658",2024-11-08,2024-11-13,"Rápido","AB-20425"
"NI-2024-144596",2024-11-06,2024-11-10,"Estándar","CD-11980"
"NI-2024-144848",2024-04-04,2024-04-05,"Urgente","LA-13030"
"NI-2024-144904",2024-09-25,2024-10-01,"Estándar","CD-16435"
"NI-2024-145226",2024-12-08,2024-12-10,"Rápido","AV-13315"
"NI-2024-146780",2024-12-25,2024-12-30,"Estándar","OG-12805"
"NI-2024-146906",2024-03-13,2024-03-17,"Estándar","NA-17815"
"NI-2024-147564",2024-10-02,2024-10-06,"Estándar","HE-11155"
"NI-2024-148068",2024-09-18,2024-09-25,"Estándar","FV-18280"
"NI-2024-148691",2024-12-03,2024-12-09,"Estándar","HO-12460"
"NI-2024-148866",2024-09-19,2024-09-24,"Estándar","VA-15535"
"NI-2024-148929",2024-09-07,2024-09-11,"Estándar","JA-20620"
"NI-2024-151911",2024-04-30,2024-05-05,"Rápido","JM-13495"
"NI-2024-152975",2024-09-14,2024-09-16,"Urgente","MM-19705"
"NI-2024-154137",2024-11-11,2024-11-17,"Estándar","NA-17815"
"NI-2024-154935",2024-12-24,2024-12-29,"Estándar","EM-10540"
"NI-2024-155607",2024-11-26,2024-11-30,"Estándar","BT-14260"
"NI-2024-155866",2024-11-17,2024-11-21,"Estándar","EC-12370"
"NI-2024-156818",2024-07-11,2024-07-13,"Rápido","IB-16015"
"NI-2024-157252",2024-01-20,2024-01-23,"Rápido","OG-12805"
"NI-2024-157896",2024-11-16,2024-11-16,"Mismo día","CS-12415"
"NI-2024-157987",2024-09-02,2024-09-06,"Estándar","KA-10615"
"NI-2024-159156",2024-11-13,2024-11-16,"Urgente","PA-16600"
"NI-2024-161018",2024-11-09,2024-11-11,"Rápido","AE-18775"
"NI-2024-161067",2024-09-03,2024-09-06,"Rápido","GA-16405"
"NI-2024-161480",2024-12-25,2024-12-29,"Estándar","FA-19285"
"NI-2024-162789",2024-09-22,2024-09-24,"Rápido","AC-17140"
"NI-2024-162929",2024-11-19,2024-11-22,"Urgente","JM-10135"
"NI-2024-163020",2024-09-15,2024-09-19,"Estándar","RV-17800"
"NI-2024-163139",2024-12-01,2024-12-03,"Rápido","RM-12670"
"NI-2024-163531",2024-06-26,2024-06-30,"Estándar","VC-20725"
"NI-2024-164378",2024-07-15,2024-07-18,"Rápido","GO-18055"
"NI-2024-164826",2024-12-28,2025-01-04,"Estándar","AN-15415"
"NI-2024-165323",2024-06-17,2024-06-21,"Estándar","LA-20740"
"NI-2024-166037",2024-01-28,2024-02-01,"Estándar","EC-12700"
"NI-2024-166184",2024-03-24,2024-03-27,"Urgente","HR-14830"
"NI-2024-166436",2024-11-24,2024-11-28,"Estándar","YV-21370"
"NI-2024-167080",2024-06-10,2024-06-14,"Estándar","WN-16930"
"NI-2024-167101",2024-03-24,2024-03-28,"Rápido","MO-11650"
"NI-2024-167668",2024-05-06,2024-05-08,"Urgente","AV-21295"
"NI-2024-168172",2024-08-06,2024-08-10,"Estándar","MG-20395"
"NI-2024-168193",2024-03-06,2024-03-11,"Rápido","EC-19750"
"NI-2024-168613",2024-10-08,2024-10-14,"Estándar","BM-14440"
"NI-2024-168641",2024-11-24,2024-12-01,"Estándar","ER-16525"
"NI-2024-168858",2024-11-19,2024-11-23,"Estándar","OB-16150"
"NI-2024-169607",2024-10-12,2024-10-15,"Urgente","KL-12265"
"NI-2024-169999",2024-06-19,2024-06-26,"Estándar","EH-15685"
"PA-2021-102673",2021-11-01,2021-11-05,"Estándar","CM-16630"
"PA-2021-116904",2021-09-23,2021-09-28,"Estándar","AA-20095"
"PA-2021-117345",2021-08-01,2021-08-05,"Estándar","PC-10975"
"PA-2021-124646",2021-06-22,2021-06-24,"Urgente","MC-13465"
"PA-2021-127299",2021-09-19,2021-09-24,"Estándar","MN-15835"
"PA-2021-127446",2021-11-25,2021-11-30,"Estándar","DC-17590"
"PA-2021-141173",2021-11-18,2021-11-20,"Rápido","SS-16105"
"PA-2021-141313",2021-12-28,2022-01-01,"Estándar","WV-10780"
"PA-2021-142951",2021-10-08,2021-10-08,"Mismo día","HT-15115"
"PA-2021-152905",2021-02-18,2021-02-24,"Estándar","OL-10015"
"PA-2021-156216",2021-09-13,2021-09-17,"Estándar","EA-14035"
"PA-2022-103870",2022-12-27,2022-12-31,"Estándar","DB-20860"
"PA-2022-120677",2022-05-31,2022-06-04,"Estándar","CS-11320"
"PA-2022-120845",2022-09-25,2022-10-02,"Estándar","AL-17395"
"PA-2022-132388",2022-10-10,2022-10-12,"Urgente","KN-16390"
"PA-2022-136700",2022-12-06,2022-12-11,"Rápido","DS-13120"
"PA-2022-136798",2022-05-08,2022-05-12,"Estándar","AP-12925"
"PA-2022-146563",2022-08-24,2022-08-28,"Estándar","AS-12025"
"PA-2022-148705",2022-03-12,2022-03-18,"Estándar","EG-14170"
"PA-2022-149587",2022-01-31,2022-02-05,"Rápido","EG-16315"
"PA-2022-158911",2022-07-05,2022-07-11,"Estándar","MR-19765"
"PA-2023-106950",2023-09-02,2023-09-06,"Estándar","ML-15715"
"PA-2023-112676",2023-05-05,2023-05-08,"Urgente","HL-18835"
"PA-2023-130001",2023-04-23,2023-04-28,"Estándar","JB-14890"
"PA-2023-135636",2023-10-08,2023-10-13,"Estándar","FT-13615"
"PA-2023-147067",2023-12-18,2023-12-22,"Estándar","OB-16150"
"PA-2023-147109",2023-12-17,2023-12-21,"Estándar","DT-10075"
"PA-2023-154662",2023-06-09,2023-06-16,"Estándar","DC-11215"
"PA-2023-156685",2023-07-08,2023-07-10,"Rápido","NB-20230"
"PA-2023-160717",2023-06-06,2023-06-11,"Estándar","AJ-17320"
"PA-2023-162236",2023-11-04,2023-11-06,"Rápido","YA-13855"
"PA-2023-164574",2023-07-29,2023-08-03,"Estándar","RM-19555"
"PA-2023-164630",2023-01-04,2023-01-09,"Estándar","RC-13975"
"PA-2023-168620",2023-12-24,2023-12-28,"Rápido","SO-19795"
"PA-2023-169922",2023-06-11,2023-06-17,"Estándar","JU-17515"
"PA-2024-100902",2024-11-17,2024-11-21,"Estándar","JB-12595"
"PA-2024-108287",2024-12-18,2024-12-20,"Urgente","BA-10330"
"PA-2024-114356",2024-08-20,2024-08-26,"Estándar","MS-21460"
"PA-2024-114636",2024-08-25,2024-08-29,"Estándar","IR-14725"
"PA-2024-118157",2024-11-14,2024-11-17,"Urgente","RR-10930"
"PA-2024-119004",2024-11-23,2024-11-28,"Estándar","HP-15250"
"PA-2024-121706",2024-02-26,2024-03-02,"Estándar","MF-11140"
"PA-2024-124779",2024-09-08,2024-09-11,"Urgente","GV-11020"
"PA-2024-125290",2024-11-06,2024-11-10,"Rápido","SO-12430"
"PA-2024-130603",2024-09-30,2024-10-06,"Estándar","AO-20050"
"PA-2024-131016",2024-09-18,2024-09-20,"Urgente","DG-12850"
"PA-2024-133235",2024-08-01,2024-08-04,"Urgente","CM-16750"
"PA-2024-141789",2024-10-03,2024-10-06,"Urgente","GJ-10450"
"PA-2024-144498",2024-05-06,2024-05-06,"Mismo día","AT-18085"
"PA-2024-144680",2024-03-31,2024-04-02,"Urgente","RA-20260"
"PA-2024-147039",2024-06-29,2024-07-04,"Estándar","TR-10315"
"PA-2024-148404",2024-10-07,2024-10-11,"Estándar","OM-13240"
"PA-2024-152842",2024-07-16,2024-07-23,"Estándar","NF-18385"
"PA-2024-153339",2024-11-03,2024-11-05,"Rápido","NA-13510"
"PA-2024-154809",2024-02-13,2024-02-17,"Estándar","JV-17455"
"PA-2024-160423",2024-01-21,2024-01-26,"Estándar","NP-19045"
"PA-2024-166933",2024-04-24,2024-04-28,"Estándar","AP-17890"
"PE-2021-100972",2021-11-19,2021-11-24,"Rápido","AR-13360"
"PE-2021-108147",2021-06-08,2021-06-13,"Estándar","MA-19480"
"PE-2021-113880",2021-03-01,2021-03-05,"Estándar","FA-21715"
"PE-2021-120278",2021-11-07,2021-11-12,"Estándar","DJ-17365"
"PE-2021-123127",2021-09-08,2021-09-12,"Estándar","JA-20620"
"PE-2021-130869",2021-11-17,2021-11-21,"Estándar","AS-12025"
"PE-2021-137155",2021-11-01,2021-11-05,"Estándar","AP-12925"
"PE-2021-141796",2021-06-21,2021-06-21,"Mismo día","HC-15160"
"PE-2021-146591",2021-01-19,2021-01-20,"Urgente","BF-21340"
"PE-2021-159520",2021-06-06,2021-06-11,"Estándar","MG-14635"
"PE-2021-159625",2021-11-23,2021-11-28,"Estándar","AA-20005"
"PE-2021-169033",2021-03-30,2021-04-03,"Estándar","AR-16720"
"PE-2022-100251",2022-05-17,2022-05-23,"Estándar","MC-13465"
"PE-2022-105312",2022-11-06,2022-11-09,"Urgente","NA-17815"
